"trip_id","date_time_start_solar","time_of_day","time_since_sunrise_h","time_since_sunrise_cos"
2062,2013-05-07 03:36:50,"AM",-0.333055555555556,0.996201033602024
2063,2013-05-07 14:06:55,"PM",10.1683333333333,-0.887212224575094
2068,2013-05-10 14:12:11,"PM",10.3658333333333,-0.909870777190911
2069,2013-05-11 03:21:49,"AM",-0.438333333333333,0.993422821829453
2071,2013-05-12 02:48:14,"AM",-0.962777777777778,0.968402052637656
2072,2013-05-12 15:37:04,"PM",11.8508333333333,-0.999237577623876
2073,2013-05-13 02:52:28,"AM",-0.858055555555556,0.974874714334368
2075,2013-05-14 02:48:07,"AM",-0.896666666666667,0.972573269631963
2076,2013-05-14 18:47:53,"PM",15.0994444444444,-0.688460069838358
2078,2013-05-15 10:48:30,"AM",7.14305555555556,-0.294804810595676
2079,2013-05-16 14:54:19,"PM",11.2727777777778,-0.98193119949303
2080,2013-05-17 14:53:11,"PM",11.2858333333333,-0.982572266987617
2081,2013-05-18 13:36:49,"PM",10.0444444444444,-0.871784413696762
2082,2013-05-19 03:26:30,"AM",-0.0969444444444444,0.999677945184325
2083,2013-05-19 19:35:31,"PM",16.0533333333333,-0.487859659138732
2084,2013-05-20 03:24:54,"AM",-0.0936111111111111,0.999699710379591
2091,2013-05-21 17:33:24,"PM",14.0775,-0.855703124815656
2092,2013-05-22 03:08:22,"AM",-0.311388888888889,0.996678968839245
2094,2013-05-22 18:49:01,"PM",15.3661111111111,-0.636190441795985
2095,2013-05-23 02:24:36,"AM",-1.01305555555556,0.965035558855678
2096,2013-05-23 17:59:29,"PM",14.5683333333333,-0.78233645911098
2097,2013-05-24 03:16:50,"AM",-0.115555555555556,0.999542431841749
2098,2013-05-24 18:24:29,"PM",15.0119444444444,-0.704892170577803
2099,2013-05-26 02:13:30,"AM",-1.11944444444444,0.957361525377187
2101,2013-05-27 14:37:00,"PM",11.2966666666667,-0.98309550269175
2102,2013-05-29 17:11:42,"PM",13.9211111111111,-0.876166506507802
2103,2013-05-30 14:31:37,"PM",11.2747222222222,-0.982027404824707
2104,2013-05-31 15:44:13,"PM",12.5058333333333,-0.991244370530467
2106,2013-06-01 10:38:51,"AM",7.43638888888889,-0.367245390005438
2107,2013-06-02 02:10:50,"AM",-1.01194444444444,0.965111765352261
2109,2013-06-03 15:12:30,"PM",12.0338888888889,-0.999960643264445
2110,2013-06-04 02:06:31,"AM",-1.04916666666667,0.962514432668106
2111,2013-06-05 16:27:29,"PM",13.3161111111111,-0.941225153295774
2112,2013-06-06 13:42:31,"PM",10.5813888888889,-0.931823247866722
2113,2013-06-07 14:00:41,"PM",10.8977777777778,-0.958654339184924
2114,2013-06-09 13:50:50,"PM",10.7572222222222,-0.947536205661231
2115,2013-06-10 02:53:19,"AM",-0.190833333333333,0.998752256273847
